i,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2
23,K00070,6850504,K00070.03,Kepler-20 d,CONFIRMED,77.6115987,0.0001357,-0.0001357,2454997.727,0.0015,-0.0015,0.1206,0.2677,-0.1206,7.2566,0.0459,-0.0459,,,,827.5,8,-8,0.025923,0.000539,-0.000257,1.81167,0.07611,-0.37265,2.62,0.46,-0.21,0.3411,,,397,,,5.87,2.93,-1.23,83.25,3.5,-3.5,73.56477,106.3,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,FALSE,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.090023555,-0.061977741,0.934,0.03365921,-0.03365921,7.413102413,3.878584177,-4.092363112,9.87,0.182758815,-0.348765218,3.37,0.24,-0.29,2.687032169,0.21974172,-0.21974172,0.348344026,0.005779795,-0.005779795,6.134883313,1.052889684,-1.052889684,401.0653131,17.13996105,-17.13996105
24,K00070,6850504,K00070.05,Kepler-20 f,CONFIRMED,19.5776286,0.000124,-0.000124,2454968.206,0.00524,-0.00524,0.3268,0.1317,-0.3267,3.744,0.151,-0.151,,,,115.6,5.7,-5.7,0.009811,0.000402,-0.000317,2.74647,1.24978,-0.58136,0.99,0.18,-0.08,0.1362,,,628,,,36.82,18.35,-7.72,38.2,17.4,-17.4,13.279935,23,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,FALSE,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.090023555,-0.061977741,0.934,0.03365921,-0.03365921,7.413102413,3.878584177,-4.092363112,9.87,0.182758815,-0.348765218,3.37,0.24,-0.29,1.016115523,0.087020819,-0.087020819,0.139043287,0.002328047,-0.002328047,38.48633012,6.440680125,-6.440680125,634.7316453,26.4338025,-26.4338025
25,K00070,6850504,K00070.04,Kepler-20 e,CONFIRMED,6.09853672,2.84E-05,-2.84E-05,2454968.93,0.00391,-0.00391,0.5636,0.3768,-0.3588,2.881,0.111,-0.111,,,,74.8,3.6,-3.6,0.008166,0.001752,-0.0004,1.26256,0.77232,-1.14952,0.82,0.15,-0.06,0.0626,,,927,,,174.3,86.85,-36.54,13.54,4.1,-4.1,16.601109,23.3,5,,5465,110,-96,4.449,0.075,-0.13,0.02,0.16,-0.14,0.925,0.163,-0.073,0.876,0.062,-0.041,,,,stellar_q1_q16,12.498,11.252,10.91,10.871,FALSE,5507.7,60,-60,4.469,0.1,-0.1,0.108,0.04,-0.04,0,1,-1,5507,64,-65,4.452,0.065,-0.082,0.103,0.042,-0.042,0.949,0.090023555,-0.061977741,0.934,0.03365921,-0.03365921,7.413102413,3.878584177,-4.092363112,9.87,0.182758815,-0.348765218,3.37,0.24,-0.29,0.843828293,0.130189962,-0.130189962,0.063869682,0.001060344,-0.001060344,182.1037966,31.01020321,-31.01020321,936.1453322,39.69501877,-39.69501877
26,K00072,11904151,K00072.01,Kepler-10 b,CONFIRMED,0.837491331,2.72E-07,-2.72E-07,2454964.575,0.000261,-0.000261,0.0489,0.2629,-0.0488,1.8076,0.00782,-0.00782,,,,191.9,1.1,-1.1,0.012581,0.000157,-5.20E-05,1.28818,0.04026,-0.16065,1.45,0.03,-0.03,0.0168,,,1968,,,3545.07,259.09,-244.87,3.628,0.113,-0.113,9.844207,205.7,2,,5627,44,-44,4.342,0.03,-0.03,-0.15,0.04,-0.04,1.056,0.021,-0.021,0.895,0.06,-0.06,,,,stellar_q1_q16,10.961,9.889,9.563,9.496,FALSE,5599.2,60,-60,4.277,0.1,-0.1,-0.114,0.04,-0.04,0,1,-1,5599,66,-65,4.337,0.077,-0.1,-0.11,0.045,-0.043,1.063,0.156451231,-0.094424507,0.905,0.040294044,-0.034184938,9.954054174,1.672397238,-1.817520425,9.998,0.067447181,-0.08756057,5.61,0.56,-0.7,1.461125356,0.172980216,-0.172980216,0.016827572,0.00028024,-0.00028024,3509.97349,855.2829794,-855.2829794,1961.505295,119.5662275,-119.5662275
27,K00072,11904151,K00072.02,Kepler-10 c,CONFIRMED,45.29431717,5.28E-05,-5.28E-05,2454971.677,0.000894,-0.000894,0.019,0.3006,-0.019,6.8714,0.0289,-0.0289,,,,476.8,3.4,-3.4,0.019777,0.000265,-9.20E-05,1.24829,0.01408,-0.19869,2.28,0.05,-0.04,0.2397,,,521,,,17.41,1.28,-1.2,51.347,0.579,-0.579,96.81086,130.7,2,,5627,44,-44,4.342,0.03,-0.03,-0.15,0.04,-0.04,1.056,0.021,-0.021,0.895,0.06,-0.06,,,,stellar_q1_q16,10.961,9.889,9.563,9.496,FALSE,5599.2,60,-60,4.277,0.1,-0.1,-0.114,0.04,-0.04,0,1,-1,5599,66,-65,4.337,0.077,-0.1,-0.11,0.045,-0.043,1.063,0.156451231,-0.094424507,0.905,0.040294044,-0.034184938,9.954054174,1.672397238,-1.817520425,9.998,0.067447181,-0.08756057,5.61,0.56,-0.7,2.295533517,0.269842872,-0.269842872,0.240634936,0.004007539,-0.004007539,17.2121881,4.145961274,-4.145961274,519.0659575,31.22384379,-31.22384379
28,K00075,7199397,K00075.01,,CANDIDATE,105.8823928,0.0002515,-0.0002515,2454989.976,0.00176,-0.00176,0.7481,0.0283,-0.0387,18.069,0.144,-0.144,,,,1472.6,10.4,-10.4,0.038068,0.000346,-0.000689,0.05649,0.00842,-0.01072,10.5,0.25,-0.24,0.4817,,,596,,,29.76,3.03,-2.79,32.23,4.8,-4.8,193.75096,305.1,1,,5896,75,-75,3.756,0.009,-0.009,-0.17,0.101,-0.101,2.527,0.059,-0.059,1.33,0.069,-0.069,,,,stellar_q1_q16,10.775,9.692,9.443,9.387,FALSE,5940.2,60,-60,3.864,0.1,-0.1,-0.043,0.04,-0.04,5,1,-1,5922,61,-63,3.9,0.1,-0.11,-0.035,0.022,-0.049,2.03,0.32,-0.25,1.172,0.078577564,-0.042124026,4.988844875,0.827755302,-0.902781472,9.698,0.066669212,-0.086694899,3.01,0.43,-0.41,8.43892872,1.19939005,-1.19939005,0.461981901,0.007938924,-0.007938924,21.57885859,6.257106502,-6.257106502,549.2507296,39.9151809,-39.9151809
29,K00082,10187017,K00082.01,Kepler-102 e,CONFIRMED,16.14569077,6.65E-06,-6.65E-06,2454967.754,0.000349,-0.000349,0.6842,0.0884,-0.3131,3.7246,0.0405,-0.0405,,,,989.2,3.7,-3.7,0.03053,0.001286,-0.001962,1.20797,1.29314,-0.29382,2.52,0.1,-0.14,0.1129,,,549,,,21.46,3.81,-3.76,25.53,9.1,-9.1,214.22546,301.8,5,,4812,101,-93,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,FALSE,4909.4,60,-60,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1,-1,4911,65,-65,4.571,0.031,-0.037,0.102,0.042,-0.042,0.77,0.030218537,-0.025242028,0.804,0.030570679,-0.028888863,7.244359601,5.393765369,-4.899381214,9.86,0.241682646,-0.489861156,8.94,0.34,-0.36,2.560776013,0.245213329,-0.245213329,0.11627908,0.00195337,-0.00195337,22.80167566,3.931462722,-3.931462722,556.8717888,23.92624521,-23.92624521
30,K00082,10187017,K00082.02,Kepler-102 d,CONFIRMED,10.31173752,1.03E-05,-1.03E-05,2454967.081,0.000837,-0.000837,0.7672,0.0352,-0.5593,3.205,0.0312,-0.0312,,,,282.3,3.1,-3.1,0.016946,0.000248,-0.001843,0.78884,1.63094,-0.22293,1.4,0.05,-0.08,0.0837,,,638,,,39.04,6.94,-6.83,16.43,6.8,-6.8,66.59048,98.4,5,,4812,101,-93,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,FALSE,4909.4,60,-60,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1,-1,4911,65,-65,4.571,0.031,-0.037,0.102,0.042,-0.042,0.77,0.030218537,-0.025242028,0.804,0.030570679,-0.028888863,7.244359601,5.393765369,-4.899381214,9.86,0.241682646,-0.489861156,8.94,0.34,-0.36,1.423923019,0.144021324,-0.144021324,0.086241521,0.001443912,-0.001443912,41.55892209,7.091898193,-7.091898193,647.0377134,27.41563091,-27.41563091
31,K00082,10187017,K00082.03,Kepler-102 f,CONFIRMED,27.4537294,0.0001033,-0.0001033,2454978.023,0.00329,-0.00329,0.1053,0.3576,-0.1051,3.5353,0.0877,-0.0877,,,,116.3,4.7,-4.7,0.009524,0.000506,-0.000203,5.3048,0.33051,-2.11427,0.79,0.03,-0.05,0.1608,,,460,,,10.58,1.88,-1.85,59.57,3.7,-3.7,22.751736,26.3,5,,4812,101,-93,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,FALSE,4909.4,60,-60,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1,-1,4911,65,-65,4.571,0.031,-0.037,0.102,0.042,-0.042,0.77,0.030218537,-0.025242028,0.804,0.030570679,-0.028888863,7.244359601,5.393765369,-4.899381214,9.86,0.241682646,-0.489861156,8.94,0.34,-0.36,0.800211001,0.070663437,-0.070663437,0.165638462,0.002769638,-0.002769638,11.25255875,1.931614279,-1.931614279,466.7414257,19.92944763,-19.92944763
32,K00082,10187017,K00082.04,Kepler-102 c,CONFIRMED,7.07136076,2.57E-05,-2.57E-05,2454972.987,0.00331,-0.00331,0.0839,0.3873,-0.0838,2.7506,0.0938,-0.0938,,,,62.9,2.8,-2.8,0.007006,0.000377,-0.000192,2.90012,0.14021,-1.31829,0.58,0.02,-0.03,0.0651,,,723,,,64.54,11.47,-11.3,19.718,0.953,-0.953,20.686253,24.9,5,,4812,101,-93,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,FALSE,4909.4,60,-60,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1,-1,4911,65,-65,4.571,0.031,-0.037,0.102,0.042,-0.042,0.77,0.030218537,-0.025242028,0.804,0.030570679,-0.028888863,7.244359601,5.393765369,-4.899381214,9.86,0.241682646,-0.489861156,8.94,0.34,-0.36,0.587853385,0.052299468,-0.052299468,0.067100442,0.001118227,-0.001118227,68.42676417,11.72107891,-11.72107891,732.9427053,31.11186093,-31.11186093
33,K00082,10187017,K00082.05,Kepler-102 b,CONFIRMED,5.28695437,2.54E-05,-2.54E-05,2454968.852,0.00392,-0.00392,0.4052,0.0879,-0.3924,2.591,0.125,-0.125,,,,43,2.5,-2.5,0.00595,0.000159,-0.000378,2.00644,0.76627,-0.57523,0.49,0.02,-0.03,0.0536,,,797,,,95.21,16.92,-16.68,14.37,5.5,-5.5,14.343483,19,5,,4812,101,-93,4.548,0.042,-0.019,0.02,0.16,-0.16,0.755,0.031,-0.042,0.734,0.048,-0.029,,,,stellar_q1_q16,11.492,9.984,9.446,9.351,FALSE,4909.4,60,-60,4.623,0.1,-0.1,0.109,0.04,-0.04,0.7,1,-1,4911,65,-65,4.571,0.031,-0.037,0.102,0.042,-0.042,0.77,0.030218537,-0.025242028,0.804,0.030570679,-0.028888863,7.244359601,5.393765369,-4.899381214,9.86,0.241682646,-0.489861156,8.94,0.34,-0.36,0.49960038,0.045985975,-0.045985975,0.055261914,0.000928876,-0.000928876,101.04253,17.21806303,-17.21806303,807.9594766,34.37440483,-34.37440483
34,K00084,2571238,K00084.01,Kepler-19 b,CONFIRMED,9.286968825,3.88E-06,-3.88E-06,2454968.994,0.000341,-0.000341,0.0554,0.2532,-0.0554,3.371,0.0124,-0.0124,,,,700.6,3.3,-3.3,0.023941,0.000277,-9.90E-05,2.18794,0.00266,-0.45027,2.13,0.31,-0.09,0.0833,,,764,,,80.48,34.34,-12.06,21.5266,0.0262,-0.0262,232.53705,250.9,1,,5543,106,-109,4.568,0.015,-0.122,-0.14,0.16,-0.14,0.813,0.122,-0.033,0.891,0.048,-0.067,,,,stellar_q1_q16,11.898,10.719,10.375,10.318,FALSE,5520.3,60,-60,4.485,0.1,-0.1,-0.032,0.04,-0.04,0,1,-1,5516,65,-65,4.471,0.059,-0.069,-0.027,0.042,-0.043,0.918,0.072367739,-0.055146075,0.91,0.033395209,-0.032561327,7.079457844,3.464921637,-3.834073063,9.85,0.173021027,-0.338733805,4.49,0.3,-0.33,2.402083585,0.192805126,-0.192805126,0.08382405,0.001417746,-0.001417746,99.91020385,16.97886472,-16.97886472,805.6863154,34.1586543,-34.1586543
35,K00085,5866724,K00085.01,Kepler-65 c,CONFIRMED,5.859938722,2.61E-06,-2.61E-06,2454965.04,0.000376,-0.000376,0.0265,0.2578,-0.0265,4.0004,0.0119,-0.0119,,,,320.4,1.4,-1.4,0.016394,0.000135,-6.80E-05,0.81303,0.0019,-0.18516,2.55,0.04,-0.04,0.069,,,1236,,,552.06,37.5,-35.54,11.3853,0.0266,-0.0266,152.2298,259.3,3,,6169,50,-50,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,FALSE,6219.8,60,-60,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1,-1,6213,67,-65,4.219,0.097,-0.108,0.122,0.043,-0.042,1.43,0.231771353,-0.172388979,1.234,0.077059084,-0.052202513,3.235936569,0.557389514,-0.845594171,9.51,0.069020177,-0.131539885,3.4,0.47,-0.48,2.559668911,0.365405952,-0.365405952,0.068247313,0.001189127,-0.001189127,587.2575361,173.0545427,-173.0545427,1254.500029,92.21460716,-92.21460716
36,K00085,5866724,K00085.02,Kepler-65 b,CONFIRMED,2.154909039,1.84E-06,-1.84E-06,2454966.499,0.000719,-0.000719,0.6452,0.1522,-0.4361,3.1774,0.0221,-0.0221,,,,100.4,1,-1,0.009656,0.000594,-0.000438,0.28072,0.24341,-0.01748,1.5,0.03,-0.02,0.0354,,,1726,,,2097.4,142.46,-135.04,4.1,1.8,-1.8,64.38821,116.2,3,,6169,50,-50,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,FALSE,6219.8,60,-60,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1,-1,6213,67,-65,4.219,0.097,-0.108,0.122,0.043,-0.042,1.43,0.231771353,-0.172388979,1.234,0.077059084,-0.052202513,3.235936569,0.557389514,-0.845594171,9.51,0.069020177,-0.131539885,3.4,0.47,-0.48,1.501425972,0.228355059,-0.228355059,0.035034741,0.000615723,-0.000615723,2232.40978,642.5974065,-642.5974065,1751.689007,127.4613994,-127.4613994
37,K00085,5866724,K00085.03,Kepler-65 d,CONFIRMED,8.13122484,1.35E-05,-1.35E-05,2454970.992,0.0013,-0.0013,0.8742,0,-0.6277,4.3457,0.0244,-0.0244,,,,113.9,1.5,-1.5,0.011306,0,-0.001256,0.11251,0.61728,0,1.76,0.03,-0.03,0.0858,,,1109,,,357.04,24.25,-22.99,7.33,3.7,-3.7,42.444725,78.1,3,,6169,50,-50,4.236,0.022,-0.022,0.09,0.08,-0.08,1.424,0.024,-0.024,1.273,0.061,-0.061,,,,stellar_q1_q16,11.018,10.066,9.852,9.806,FALSE,6219.8,60,-60,4.213,0.1,-0.1,0.131,0.04,-0.04,8.7,1,-1,6213,67,-65,4.219,0.097,-0.108,0.122,0.043,-0.042,1.43,0.231771353,-0.172388979,1.234,0.077059084,-0.052202513,3.235936569,0.557389514,-0.845594171,9.51,0.069020177,-0.131539885,3.4,0.47,-0.48,1.762894522,0.266863245,-0.266863245,0.084909205,0.001491179,-0.001491179,381.346804,109.4481399,-109.4481399,1126.143031,80.68924285,-80.68924285
38,K00087,10593626,K00087.01,Kepler-22 b,CONFIRMED,289.864456,0.001289,-0.001289,2454966.695,0.00243,-0.00243,0.0175,0.3803,-0.0173,6.977,0.0921,-0.0921,,,,501.9,9.8,-9.8,0.020319,0.000509,-0.000286,7.64288,0.27569,-2.24432,2.17,0.05,-0.04,0.8489,,,267,,,1.21,0.09,-0.09,323.8,11.7,-11.7,34.02941,55.9,1,,5642,50,-50,4.443,0.028,-0.028,-0.27,0.08,-0.08,0.979,0.02,-0.02,0.97,0.06,-0.06,,,,stellar_q1_q16,11.664,10.523,10.211,10.152,FALSE,5527.7,60,-60,4.513,0.1,-0.1,-0.202,0.04,-0.04,0,1,-1,5526,63,-66,4.496,0.06,-0.075,-0.195,0.043,-0.042,0.869,0.073096268,-0.052934529,0.862,0.033737481,-0.034600832,7.079457844,3.949294966,-4.120773859,9.85,0.192526403,-0.378901419,5.12,0.34,-0.39,1.926702548,0.158082884,-0.158082884,0.815986806,0.013681011,-0.013681011,0.948385371,0.160826638,-0.160826638,251.48364,10.66395795,-10.66395795
39,K00092,7941200,K00092.01,,CANDIDATE,65.70460002,8.82E-05,-8.82E-05,2454970.442,0.0011,-0.0011,0.5608,0.0465,-0.4304,3.2645,0.0379,-0.0379,,,,656.7,8.7,-8.7,0.024259,0.001545,-0.000809,10.02907,5.63038,-5.84091,2.57,0.46,-0.12,0.3251,,,454,,,10.02,4.94,-1.71,131.8,37,-37,76.2612,96.3,1,,5952,107,-126,4.489,0.026,-0.145,0.02,0.08,-0.16,0.971,0.174,-0.048,1.057,0.049,-0.077,,,,stellar_q1_q16,11.667,10.627,10.367,10.3,FALSE,5922.6,60,-60,4.394,0.1,-0.1,0.086,0.04,-0.04,2.7,1,-1,5917,64,-62,4.373,0.074,-0.089,0.082,0.042,-0.042,1.112,0.128932609,-0.090766831,1.071,0.035253601,-0.036052967,4.365158322,1.716857271,-2.317346497,9.64,0.144047529,-0.328709953,3.59,0.32,-0.38,2.939569907,0.322451709,-0.322451709,0.326155807,0.005536271,-0.005536271,12.79398088,2.612016232,-2.612016232,481.9643888,24.60115216,-24.60115216
40,K00094,6462863,K00094.04,Kepler-89 b,CONFIRMED,3.743175556,9.10E-06,-9.10E-06,2454964.619,0.00199,-0.00199,0.6516,0.2133,-0.4338,3.7301,0.0572,-0.0572,,,,128.6,3,-3,0.010942,0.001009,-0.000531,0.28838,0.31639,-0.00163,1.55,0.32,-0.24,0.0485,,,1391,,,885.02,494.57,-301.95,5.98,2.2,-2.2,32.888603,49.8,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,FALSE,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.21177998,-0.152481999,1.191,0.069227107,-0.048284494,3.50751874,0.774096248,-0.95039261,9.545,0.086607612,-0.13724785,2.14,0.27,-0.29,1.629546112,0.249205424,-0.249205424,0.050048533,0.00084429,-0.00084429,981.2391968,269.5523676,-269.5523676,1426.288065,97.65772231,-97.65772231
41,K00094,6462863,K00094.02,Kepler-89 c,CONFIRMED,10.42367777,7.16E-06,-7.16E-06,2454971.009,0.000582,-0.000582,0.127,0.2594,-0.127,5.2291,0.0237,-0.0237,,,,795.1,4.3,-4.3,0.025851,0.000369,-0.000148,0.65005,0.03054,-0.13397,3.66,0.76,-0.56,0.096,,,989,,,225.89,126.23,-77.07,15.514,0.729,-0.729,143.96613,217.7,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,FALSE,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.21177998,-0.152481999,1.191,0.069227107,-0.048284494,3.50751874,0.774096248,-0.95039261,9.545,0.086607612,-0.13724785,2.14,0.27,-0.29,3.851052107,0.518441748,-0.518441748,0.099050143,0.001656339,-0.001656339,247.9872596,68.82138291,-68.82138291,1011.27872,69.60769308,-69.60769308
42,K00094,6462863,K00094.03,Kepler-89 e,CONFIRMED,54.31998605,3.60E-05,-3.60E-05,2454994.24,0.000572,-0.000572,0.0352,0.1117,-0.0351,8.4652,0.0169,-0.0169,,,,1996.2,7.1,-7.1,0.040903,0.000134,-7.30E-05,0.85049,0.00124,-0.04367,5.79,1.21,-0.89,0.2885,,,570,,,25.01,13.98,-8.53,51.0008,0.0744,-0.0744,171.5813,308.6,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,FALSE,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.21177998,-0.152481999,1.191,0.069227107,-0.048284494,3.50751874,0.774096248,-0.95039261,9.545,0.086607612,-0.13724785,2.14,0.27,-0.29,6.115759902,0.801286705,-0.801286705,0.297535733,0.004964482,-0.004964482,27.68213429,7.480248871,-7.480248871,584.5389012,39.25040123,-39.25040123
43,K00094,6462863,K00094.01,Kepler-89 d,CONFIRMED,22.34296959,3.31E-06,-3.31E-06,2454965.742,0.000129,-0.000129,0.0056,0.0468,-0.0056,6.68603,0.00386,-0.00386,,,,5675.2,5.3,-5.3,0.068974,4.50E-05,-3.30E-05,0.77072,0.00167,-0.00434,9.77,2.03,-1.5,0.1596,,,767,,,81.73,45.67,-27.89,27.2965,0.0592,-0.0592,752.18005,1211.1,4,,6098,101,-127,4.247,0.13,-0.137,-0.02,0.12,-0.16,1.297,0.27,-0.199,1.081,0.103,-0.075,,,,stellar_q1_q16,12.205,11.218,10.957,10.926,FALSE,6181.2,60,-60,4.234,0.1,-0.1,0.07,0.04,-0.04,7.4,1,-1,6171,66,-53,4.243,0.093,-0.105,0.064,0.041,-0.041,1.37,0.21177998,-0.152481999,1.191,0.069227107,-0.048284494,3.50751874,0.774096248,-0.95039261,9.545,0.086607612,-0.13724785,2.14,0.27,-0.29,10.29987562,1.379935369,-1.379935369,0.164565506,0.002740499,-0.002740499,90.23563195,24.8970858,-24.8970858,785.4310068,53.93330917,-53.93330917
44,K00097,5780885,K00097.01,Kepler-7 b,CONFIRMED,4.885488953,2.20E-07,-2.20E-07,2454967.277,3.74E-05,-3.74E-05,0.2032,0.0164,-0.0483,5.1313,0.00567,-0.00567,,,,7569.3,3.4,-3.4,0.080678,5.40E-05,-0.00016,0.36852,0.01021,-0.00354,17.29,0.58,-0.59,0.0617,,,1499,,,1194.1,146.39,-133.47,7.747,0.215,-0.215,2317.3235,3177.8,1,,6027,75,-75,3.971,0.019,-0.019,0.1,0.101,-0.101,1.962,0.066,-0.066,1.318,0.089,-0.089,,,,stellar_q1_q16,12.885,11.833,11.601,11.535,FALSE,6084.1,60,-60,3.986,0.1,-0.1,0.193,0.04,-0.04,3.7,1,-1,6090,63,-65,4.007,0.099,-0.094,0.182,0.042,-0.044,1.92,0.292531297,-0.272716996,1.369,0.099828174,-0.103680588,3.443499308,0.638405011,-0.60634594,9.537,0.07386282,-0.084117187,1.16,0.19,-0.15,16.8809578,2.477908824,-2.477908824,0.062615827,0.001547675,-0.001547675,1148.691686,349.9627167,-349.9627167,1483.591702,112.2628256,-112.2628256
45,K00098,10264660,K00098.01,Kepler-14 b,CONFIRMED,6.790121599,9.76E-07,-9.76E-07,2454971.088,0.000119,-0.000119,0.0205,0.0507,-0.0205,6.1391,0.00363,-0.00363,,,,2252.3,2.4,-2.4,0.053899,4.40E-05,-2.80E-05,0.29161,0.00091,-0.00223,12.21,0.41,-0.41,0.0787,,,1445,,,1029.51,123.31,-112.71,8.9241,0.0278,-0.0278,624.9271,1107.7,1,,6378,75,-75,3.952,0.019,-0.019,-0.02,0.101,-0.101,2.075,0.07,-0.07,1.391,0.098,-0.098,,,,stellar_q1_q16,12.128,11.202,11.068,10.988,FALSE,6500.3,60,-60,4.225,0.1,-0.1,0.05,0.04,-0.04,7.4,1,-1,6497,65,-64,4.23,0.083,-0.097,0.046,0.043,-0.041,1.45,0.211992924,-0.142972025,1.308,0.06271639,-0.048634819,2.147830474,0.442867496,-0.821225676,9.332,0.081416785,-0.209258436,1.89,0.21,-0.24,8.543785005,1.031240829,-1.031240829,0.076786014,0.001292889,-0.001292889,572.1528076,142.3263781,-142.3263781,1246.354352,77.26867963,-77.26867963
46,K00099,8505215,K00099.02,,FALSE POSITIVE,79.87804945,,,2455017.77,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,12.96,11.503,11.083,10.977,TRUE,4935.2,60,-60,4.419,0.1,-0.1,-0.284,0.04,-0.04,0.4,1,-1,4946,64,-66,4.584,0.039,-0.026,-0.267,0.043,-0.043,0.714,0.027927019,-0.027072466,0.717,0.027104162,-0.023013813,10.96478196,3.345387214,-6.053048607,10.04,0.115644768,-0.348765218,4.56,0.2,-0.19,,,,,,,,,,,,
